bucket,destination,source,date,firm,reason,sha256
duplicate,maybe/2025/07/2025-07-14-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/8/body.html,,,duplicate of maybe/2025/07/2025-07-14-Starling Hotel Residence Geneve.html,419df38f6cdd1aaa0e6e8bf55a31526838271b2e6f57d81c7b5056cde1ec2d8f
duplicate,maybe/2025/07/2025-07-12-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/3/body.html,,,duplicate of maybe/2025/07/2025-07-12-Starling Hotel Residence Geneve-2.html,7d8975722b81c4f15c3c1b88fffaf95b19001e6e6da7c54eca2f91712d69f394
duplicate,maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/16/body.html,,,duplicate of maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-3.html,a8f536a80676ada2c4ff509036e11072e9fad0fab3424908d47a541f24a8d33b
duplicate,maybe/2025/07/2025-07-17-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/5/body.html,,,duplicate of maybe/2025/07/2025-07-17-Starling Hotel Residence Geneve.html,35c7ce235578c0cfe7031ba8a741f3d9f4836e9405fdf5fef66512595e5ebecd
duplicate,maybe/2025/07/2025-07-06-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/18/body.html,,,duplicate of maybe/2025/07/2025-07-06-Starling Hotel Residence Geneve.html,3f571465cea0e0c4abb934326f598ec78d8877bad19216c02f4a894f5404b3ee
duplicate,maybe/2025/07/2025-07-14-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/2/body.html,,,duplicate of maybe/2025/07/2025-07-14-Starling Hotel Residence Geneve.html,419df38f6cdd1aaa0e6e8bf55a31526838271b2e6f57d81c7b5056cde1ec2d8f
duplicate,maybe/2025/07/2025-07-17-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/10/body.html,,,duplicate of maybe/2025/07/2025-07-17-Starling Hotel Residence Geneve.html,35c7ce235578c0cfe7031ba8a741f3d9f4836e9405fdf5fef66512595e5ebecd
duplicate,maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/7/body.html,,,duplicate of maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-2.html,4eddc43e6f115e46f98ba6f61ac8bb300f38d42c33a4e8d7fe2c4a2e75b2a02f
duplicate,maybe/2025/07/2025-07-12-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/15/body.html,,,duplicate of maybe/2025/07/2025-07-12-Starling Hotel Residence Geneve-2.html,7d8975722b81c4f15c3c1b88fffaf95b19001e6e6da7c54eca2f91712d69f394
duplicate,maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/07/4/body.html,,,duplicate of maybe/2025/07/2025-07-29-Starling Hotel Residence Geneve-3.html,a8f536a80676ada2c4ff509036e11072e9fad0fab3424908d47a541f24a8d33b
maybe,maybe/2025/04/2025-04-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/1/body.html,2025-04-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,7c2f6ce544c7696a06874704fc9ea2f7a6c5dc2d224946b69479c3cb618c4cf7
maybe,maybe/2025/04/2025-04-06-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/6/body.html,2025-04-06,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,9db085ad94899e59013f2214da24252415003e781f50c966ba9a0bf26c0fbeb1
maybe,maybe/2025/04/2025-04-08-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/8/body.html,2025-04-08,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,a4a05e87f918935141c0b6e79f594d5e989bd608c13d7bfb74b94cd1925929f6
maybe,maybe/2025/04/2025-04-03-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/3/body.html,2025-04-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,b946585796b9bff18d48c660e3fa6436f2fd29e7bdc65b11615b87e1b003dc9f
maybe,maybe/2025/04/2025-04-05-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/5/body.html,2025-04-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,fe0711d82eab9a540fc9653f5f8cab67ec33138883379bc5e44044ccbb892874
maybe,maybe/2025/04/2025-04-02-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/2/body.html,2025-04-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,37efe1d4e34c930fe123526c4ba801090dec22de4c635b4eba3c2a6e2e542dbc
maybe,maybe/2025/04/2025-04-07-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/7/body.html,2025-04-07,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,4caac6317630d894f0cc16db2882dbefcab4a04e8335446ce6590bc9c442ff13
maybe,maybe/2025/04/2025-04-04-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Starling Hôtel Résidence Genève via Booking.com_ _noreply@booking.com_/2025/04/4/body.html,2025-04-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,69c75e7727a82e87d5cb2776303eddd3bcacd0a38660e83ca91f553e4d0bbed9
maybe,maybe/2026/02/2026-02-10-Design Hotel f6-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Design Hotel f6 via Booking.com_ _noreply@booking.com_/2026/02/1/body.html,2026-02-10,Design Hotel f6,stay-related payment/receipt signal but not a clear invoice,66402bedfb41ab2e0e02eb352d5b77516849aca9cf70a11eb7868c3841e691f8
duplicate,maybe/2026/02/2026-02-10-Design Hotel f6-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Design Hotel f6 via Booking.com_ _noreply@booking.com_/2026/02/3/body.html,,,duplicate of maybe/2026/02/2026-02-10-Design Hotel f6-4.html,66402bedfb41ab2e0e02eb352d5b77516849aca9cf70a11eb7868c3841e691f8
duplicate,maybe/2026/02/2026-02-10-Design Hotel f6-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Design Hotel f6 via Booking.com_ _noreply@booking.com_/2026/02/2/body.html,,,duplicate of maybe/2026/02/2026-02-10-Design Hotel f6-4.html,66402bedfb41ab2e0e02eb352d5b77516849aca9cf70a11eb7868c3841e691f8
maybe,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_ibis budget Genève Petit-Lancy via Booking.com_ _noreply@booking.com_/2026/01/1/body.html,2026-01-20,ibis budget Geneve Petit-Lancy,stay-related payment/receipt signal but not a clear invoice,7a9e35f55247c3df5bb5b69bc459eeef0ce57b9bed5675ccf7d1d64fd59ace22
maybe,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_ibis budget Genève Petit-Lancy via Booking.com_ _noreply@booking.com_/2026/01/3/body.html,2026-01-20,ibis budget Geneve Petit-Lancy,stay-related payment/receipt signal but not a clear invoice,8e7bde4cd895356821bf851e6b04d76ffa04ea4e0b62a89c822510cfb90d6aee
duplicate,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_ibis budget Genève Petit-Lancy via Booking.com_ _noreply@booking.com_/2026/01/5/body.html,,,duplicate of maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-2.html,8e7bde4cd895356821bf851e6b04d76ffa04ea4e0b62a89c822510cfb90d6aee
duplicate,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_ibis budget Genève Petit-Lancy via Booking.com_ _noreply@booking.com_/2026/01/2/body.html,,,duplicate of maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-2.html,8e7bde4cd895356821bf851e6b04d76ffa04ea4e0b62a89c822510cfb90d6aee
duplicate,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_ibis budget Genève Petit-Lancy via Booking.com_ _noreply@booking.com_/2026/01/4/body.html,,,duplicate of maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy.html,7a9e35f55247c3df5bb5b69bc459eeef0ce57b9bed5675ccf7d1d64fd59ace22
maybe,maybe/2026/01/2026-01-05-Riad O LY-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Riad O LY via Booking.com_ _noreply@booking.com_/2025/12/1/body.html,2026-01-05,Riad O LY,stay-related payment/receipt signal but not a clear invoice,c09be3c8db6bd59a3695acace9079d6b059c9d7f3bc3daba38b1f3c74311f04e
duplicate,maybe/2026/01/2026-01-05-Riad O LY-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Riad O LY via Booking.com_ _noreply@booking.com_/2025/12/3/body.html,,,duplicate of maybe/2026/01/2026-01-05-Riad O LY-7.html,c09be3c8db6bd59a3695acace9079d6b059c9d7f3bc3daba38b1f3c74311f04e
duplicate,maybe/2026/01/2026-01-05-Riad O LY-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Riad O LY via Booking.com_ _noreply@booking.com_/2025/12/2/body.html,,,duplicate of maybe/2026/01/2026-01-05-Riad O LY-7.html,c09be3c8db6bd59a3695acace9079d6b059c9d7f3bc3daba38b1f3c74311f04e
maybe,maybe/2026/02/2026-02-17-Starling Hotel Residence Geneve-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/1/body.html,2026-02-17,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,9749a6cf878f53624a656889f519a74e78e330611368f0fab2ad857dd2b4d470
maybe,maybe/2026/02/2026-02-10-Design Hotel f6-5.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/6/body.html,2026-02-10,Design Hotel f6,stay-related payment/receipt signal but not a clear invoice,94cf2de2389eded3f7b27838b07f9d67aa00c2a3b03b6643bc5c2ac1b5aaae24
maybe,maybe/2026/02/2026-02-03-Ramada Encore by Wyndham Geneva-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/3/body.html,2026-02-03,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,938ef13d3b5e163a05c2ea96b5996e33466010495122d0cc22a6c3215c0f9190
maybe,maybe/2026/02/2026-02-17-Starling Hotel Residence Geneve-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/5/body.html,2026-02-17,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,7b2f2e27f7b2b27d58d77fef04b15643aa1f3e8bab4fc7bfe57f2dda6d6fa607
maybe,maybe/2026/02/2026-02-10-Design Hotel f6-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/2/body.html,2026-02-10,Design Hotel f6,stay-related payment/receipt signal but not a clear invoice,d89bf142bf4935be11e09bc7c5d6f6d094e722a320af4473eac5ccf18a0f87d6
maybe,maybe/2026/02/2026-02-03-Ramada Encore by Wyndham Geneva-8.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/7/body.html,2026-02-03,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,d1857b9ac55c5c410268cc50434efc2cc4bf21d83071d666b7d7cbbccef555e6
maybe,maybe/2026/02/2026-02-17-Starling Hotel Residence Geneve-8.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/02/4/body.html,2026-02-17,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,eef7a9d4fe773858150be5c534a8fd23a667fbdf546c14d27cf557f30d01d95d
maybe,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/01/1/body.html,2026-01-20,ibis budget Geneve Petit-Lancy,stay-related payment/receipt signal but not a clear invoice,fe2f7cee6682374c9bc5193b638ab6b267fd516fa5ca2c40d4b21911c9bf8b43
maybe,maybe/2026/01/2026-01-20-ibis budget Geneve Petit-Lancy-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/01/3/body.html,2026-01-20,ibis budget Geneve Petit-Lancy,stay-related payment/receipt signal but not a clear invoice,71b8705b02982a8f7faf98e39de8ac554c1b193c538472c2b1fac71031e55014
maybe,maybe/2026/01/2026-01-13-Hotel des Tourelles-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/01/2/body.html,2026-01-13,Hotel des Tourelles,stay-related payment/receipt signal but not a clear invoice,25902a31ed184c376cb63727f1bd1d8dc82fa1a83d6913e9edea3adf9b3489d2
maybe,maybe/2026/01/2026-01-13-Hotel des Tourelles-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2026/01/4/body.html,2026-01-13,Hotel des Tourelles,stay-related payment/receipt signal but not a clear invoice,e8edacde4374d9059dc8977b28d620cc002a375a7af1e91ed4874d4529f72549
maybe,maybe/2025/09/2025-09-24-Ramada Encore by Wyndham Geneva-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/09/1/body.html,2025-09-24,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,921c7409c49eb3fbd34218aa1cb655c450668049e16d65ecd0fa9aed10f6bba4
maybe,maybe/2025/09/2025-09-24-Ramada Encore by Wyndham Geneva-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/09/3/body.html,2025-09-24,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,8ccc8b048766165db0011dd1da86033c9e979eb1bac7b915c1726a57821622de
maybe,maybe/2025/09/2025-09-24-Ramada Encore by Wyndham Geneva-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/09/2/body.html,2025-09-24,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,18640ae2d8d7e0862d7c71e9cf1bd060ca294d99b579d79afa24936741b26956
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/10/1/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,e8b4b5d2be15b50ecd9ab85c4295e68e18aff7d8b9524bac069ddf8caa320e3d
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/10/3/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,e66e12aff38bd7e57d62f77cd7924c993fddda8a86c8d6145652f2c104f6e0b5
maybe,maybe/2025/10/2025-10-02-Ramada Encore by Wyndham Geneva-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/10/2/body.html,2025-10-02,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,d3797a8a6e2485c6d55e795dcd5204821f9f27abaf98ae3e0f294d19e859488f
maybe,maybe/2025/10/2025-10-02-Ramada Encore by Wyndham Geneva-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/10/4/body.html,2025-10-02,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,6517c74130846a3b9eb6f9d88ec5c5fc3d082e144b7b3dfafebdf6946a267789
maybe,maybe/2025/07/2025-07-01-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/07/1/body.html,2025-07-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,d826afee06888049fb679d5bb6b4ecd3cce63857db2a64bf17f695dd8d77c48c
maybe,maybe/2025/07/2025-07-02-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/07/2/body.html,2025-07-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,3012451f000524f5ca8cda88cef6d77c5bf0dfd1dcd3b7a023851ea6b521fdb1
maybe,maybe/2025/09/2025-09-03-Ramada Encore by Wyndham Geneva-5.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/08/1/body.html,2025-09-03,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,43fc7e331e225a571a2a7688ad12823143c2518b9f054c94c9cc1dc69630e333
maybe,maybe/2025/09/2025-09-03-Ramada Encore by Wyndham Geneva-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/08/3/body.html,2025-09-03,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,fb41601a78c434aadcb10266936fd4fc56df03bba8dbc0448573bf0b229e2542
maybe,maybe/2025/09/2025-09-03-Ramada Encore by Wyndham Geneva-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/08/2/body.html,2025-09-03,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,fd0be1ae352b6254c205eaa8a44770ae620c9084632dce6f0da7b0ec3464b709
maybe,maybe/2025/05/2025-05-13-Ramada Encore by Wyndham Geneva-12.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/05/1/body.html,2025-05-13,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,d0bcd773e2864c8f10536dc84a0152a9f026016920ad0d6a8b953583b31e66f4
maybe,maybe/2025/05/2025-05-13-Ramada Encore by Wyndham Geneva-13.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/05/2/body.html,2025-05-13,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,d7c56c0e49ae2d8eb5d5a916c4245efa52f904cce6fabbb313ab053c4a417d19
maybe,maybe/2026/01/2026-01-05-Riad O LY-8.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/12/1/body.html,2026-01-05,Riad O LY,stay-related payment/receipt signal but not a clear invoice,55aca4452f166b5d3a333b5bc7bfef5cf8defd4a3489f3fafbcee527bb03f8bb
maybe,maybe/2026/01/2026-01-05-Riad O LY-9.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/12/2/body.html,2026-01-05,Riad O LY,stay-related payment/receipt signal but not a clear invoice,8ace72ec01e59653facd3848817281c0a2978fe81903fa92eb7f8c2c388aa659
maybe,maybe/2025/11/2025-11-26-Ramada Encore by Wyndham Geneva-2.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/11/1/body.html,2025-11-26,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,ddcc2c3d0e38cc1b590724322e6e719545059079ae35e9b908ba7f88605d6304
maybe,maybe/2025/11/2025-11-26-Ramada Encore by Wyndham Geneva-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/11/2/body.html,2025-11-26,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,0b870b436638a69cd9b162b31eb11bb17bfa12c02183a4c8df859168d586398d
maybe,maybe/2025/04/2025-04-28-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/04/1/body.html,2025-04-28,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,a39a8c2e5782e649e7ecfe1502b1b25a67c8f60856f33e9f5b7000b132ecaba9
maybe,maybe/2025/04/2025-04-28-Starling Hotel Residence Geneve-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/noreply@booking.com/2025/04/2/body.html,2025-04-28,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,22ac5e2b5c4cabd8745bba69fdcbb2691a3668876d4e79c5cf74d12d79d36dbf
maybe,maybe/2025/12/2025-12-28-Riad O LY-4.html,/home/seb/IdeaProjects/test/all-mails/booking.com/customer.service@booking.com/2025/12/1/body.html,2025-12-28,Riad O LY,stay-related confirmation/reservation,7c9c09fd8fe76daa87ec7d90739de9896c7db6cb8ff2ded64a9bf7c5e7866a90
maybe,maybe/2025/12/2025-12-28-Riad O LY-5.html,/home/seb/IdeaProjects/test/all-mails/booking.com/customer.service@booking.com/2025/12/3/body.html,2025-12-28,Riad O LY,stay-related confirmation/reservation,6d76b77596a13d8856af922c80db33316f5c55387ce802d4b97bd944cbaa5cd8
maybe,maybe/2025/12/2025-12-28-Riad O LY-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/customer.service@booking.com/2025/12/2/body.html,2025-12-28,Riad O LY,stay-related confirmation/reservation,c44ecd3d7e87bc046904b7e1637f7cc92134f3592b0c5f70f06c1a53efb39a1b
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-5.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/1/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,b43cb9ba7b1bf729c34197b03d0129a0dc22ae47ec18740441b9dd46f796dce2
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/6/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,32c5a52c5729354f7a6cf48efc0e68121c699e4d940c4c8417c30539ff2c8991
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/8/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,dfd6c370a506df49a725054a2433e463dc772aae2184c48a450a0531c92257de
maybe,maybe/2025/10/2025-10-28-Nash Airport Hotel-8.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/3/body.html,2025-10-28,Nash Airport Hotel,stay-related payment/receipt signal but not a clear invoice,36f35b3047e978ed1016bee166f284db8f6ff536a4f4fdde3992e79a208466ee
duplicate,maybe/2025/10/2025-10-28-Nash Airport Hotel-5.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/5/body.html,,,duplicate of maybe/2025/10/2025-10-28-Nash Airport Hotel-5.html,b43cb9ba7b1bf729c34197b03d0129a0dc22ae47ec18740441b9dd46f796dce2
duplicate,maybe/2025/10/2025-10-28-Nash Airport Hotel-6.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/2/body.html,,,duplicate of maybe/2025/10/2025-10-28-Nash Airport Hotel-6.html,32c5a52c5729354f7a6cf48efc0e68121c699e4d940c4c8417c30539ff2c8991
duplicate,maybe/2025/10/2025-10-28-Nash Airport Hotel-8.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/7/body.html,,,duplicate of maybe/2025/10/2025-10-28-Nash Airport Hotel-8.html,36f35b3047e978ed1016bee166f284db8f6ff536a4f4fdde3992e79a208466ee
duplicate,maybe/2025/10/2025-10-28-Nash Airport Hotel-7.html,/home/seb/IdeaProjects/test/all-mails/booking.com/_Nash Airport Hotel via Booking.com_ _noreply@booking.com_/2025/10/4/body.html,,,duplicate of maybe/2025/10/2025-10-28-Nash Airport Hotel-7.html,dfd6c370a506df49a725054a2433e463dc772aae2184c48a450a0531c92257de
maybe,maybe/2025/06/2025-06-02-2025.html,/home/seb/IdeaProjects/test/all-mails/hotelcard.ch/Aline d'HotelCard _support@hotelcard.ch_/2025/06/2/body.html,2025-06-02,2025,stay-related payment/receipt signal but not a clear invoice,694c34b52f5694eddd794c5621e7f8a940fdbf4f0e8f7bfc3d884d33a9065be2
maybe,maybe/2025/07/2025-07-01-2025.html,/home/seb/IdeaProjects/test/all-mails/hotelcard.ch/Aline d'HotelCard _support@hotelcard.ch_/2025/07/1/body.html,2025-07-01,2025,stay-related payment/receipt signal but not a clear invoice,543cb0e37e944bc906e2e25bb69af3ac4cb4c65828c5ea5e271812c2c4332e5e
confirmed,Invoices_hotel/2025/10/2025-10-29-Ikonik Lisboa.pdf,/home/seb/IdeaProjects/test/all-mails/grupohotusa.com/noreply@grupohotusa.com/2025/10/1/7440235679.PDF,2025-10-29,Ikonik Lisboa,PDF has hotel/stay and strong invoice/folio terms,130708b1b71f368d437aadf8bc3f067113cff9fc4f03436038ab4f4325fb5b52
confirmed,Invoices_hotel/2025/11/2025-11-01-Ikonik Lisboa.pdf,/home/seb/IdeaProjects/test/all-mails/grupohotusa.com/noreply@grupohotusa.com/2025/11/1/7440236117.PDF,2025-11-01,Ikonik Lisboa,PDF has hotel/stay and strong invoice/folio terms,aefe2c0b9c1e14f3f1ece61c2611800ba113a1c7c5536f514508ac27827e323f
maybe,maybe/2026/04/2026-04-14-Green Marmot Capsule Hotel Geneve.html,/home/seb/IdeaProjects/test/all-mails/civitfun.com/noreply@civitfun.com/2026/04/1/body.html,2026-04-14,Green Marmot Capsule Hotel Geneve,stay-related confirmation/reservation,da08c5bcfef9fd47c9876b5ccaddac2bde2126409e199194cd2fd07b213c9484
maybe,maybe/2025/08/2025-08-08-AjoieSpa.html,/home/seb/IdeaProjects/test/all-mails/gmail.com/_❤️ AjoieSpa_ _ajoiespa.booking@gmail.com_/2025/08/1/body.html,2025-08-08,AjoieSpa,stay-related confirmation/reservation,311b120aa50dbb727eaf4031d7450e0729b3ad0d455ac13cd84ee9e467ddaaf9
